dataset,seed,architecture_id,rotations,entanglement,reps,twoq_count,logical_depth,n_params,train_loss,fit_bacc,val_bacc,test_bacc,test_auc,test_logloss,test_brier
iris_binary,43,A003,ry,full_chain,4,12,13,16,1.5203014341289276,0.28125,0.1875,0.35,0.18,1.7039137144549563,0.48122277401087105
iris_binary,43,A013,ry,right_ladder,2,4,7,8,1.7991432373506218,0.265625,0.1875,0.35,0.19,1.848858856174265,0.5054602974793712
iris_binary,43,A015,ry,right_ladder,4,8,13,16,1.4362272406283034,0.296875,0.25,0.35,0.35,1.5155991322144726,0.4475063343685532
iris_binary,43,A018,rx+rz,full_chain,3,9,13,24,0.9347125534973908,0.21875,0.125,0.35,0.039999999999999994,0.9067868097644132,0.35018759557590873
iris_binary,43,A020,rx+rz,outer_pairs,1,2,4,8,1.2205582658180136,0.28125,0.1875,0.35,0.26,1.1939285016921313,0.427349652614203
iris_binary,43,A022,rx+rz,outer_pairs,3,6,10,24,1.013413136886677,0.28125,0.25,0.35,0.21,1.003090557972556,0.3770699508338843
iris_binary,43,A025,rx+rz,left_ladder,2,4,9,16,1.1105097851838213,0.296875,0.25,0.35,0.22,1.1033052380953552,0.40419426107113454
iris_binary,43,A037,ry+rz,outer_pairs,2,4,7,16,1.0976110505969576,0.359375,0.375,0.45,0.52,1.1598855856086783,0.38434087821097207
iris_binary,43,A040,ry+rz,left_ladder,1,2,5,8,2.0816574397463867,0.21875,0.125,0.35,0.1,2.147370435405213,0.5471943919035066
iris_binary,43,A042,ry+rz,left_ladder,3,6,13,24,1.6656512644466277,0.265625,0.1875,0.35,0.24000000000000002,1.7478385941839307,0.48792783169164516
iris_binary,43,A045,ry+rz,right_ladder,2,4,9,16,0.26796511544967955,0.921875,0.9375,0.95,1.0,0.2883234018427435,0.08445458118455049
iris_binary,43,A047,ry+rz,right_ladder,4,8,17,32,0.5657822466567424,0.625,0.4375,0.65,0.91,0.5806754341374909,0.21319142883144412
iris_binary,43,A058,rx+ry+rz,left_ladder,3,6,16,36,0.970308696363632,0.375,0.375,0.45,0.44999999999999996,0.9748940966993886,0.3538960262585453
iris_binary,43,A059,rx+ry+rz,left_ladder,4,8,21,48,0.6021265668492071,0.6875,0.875,0.7,0.8000000000000002,0.6284034047588741,0.21823187582610526
iris_binary,43,A063,rx+ry+rz,right_ladder,4,8,21,48,0.8726964687438731,0.421875,0.375,0.5,0.6799999999999999,0.8886626930549184,0.3206164716308514
iris_binary,71,A000,ry,full_chain,1,3,4,4,0.2865428252235618,0.921875,0.9375,0.9,1.0,0.30599749986805813,0.0930063529960159
iris_binary,71,A003,ry,full_chain,4,12,13,16,0.4055276424525897,0.859375,0.6875,0.7,0.9400000000000001,0.39038083415642305,0.13597011137912451
iris_binary,71,A013,ry,right_ladder,2,4,7,8,0.17290611919936028,0.9375,1.0,0.95,1.0,0.2058516811935497,0.050434691375715636
iris_binary,71,A015,ry,right_ladder,4,8,13,16,0.9462529386034402,0.421875,0.375,0.5,0.6599999999999999,0.9708833039241898,0.34192741446255714
iris_binary,71,A018,rx+rz,full_chain,3,9,13,24,1.3916544008883511,0.296875,0.25,0.35,0.34,1.3698293921848905,0.44836577565854707
iris_binary,71,A020,rx+rz,outer_pairs,1,2,4,8,1.0810081999473595,0.28125,0.1875,0.35,0.26,1.0432756135287795,0.3907728408445426
iris_binary,71,A022,rx+rz,outer_pairs,3,6,10,24,0.9832370756433568,0.296875,0.25,0.35,0.19,0.9787748326725886,0.3683303168862771
iris_binary,71,A025,rx+rz,left_ladder,2,4,9,16,1.3217655273512445,0.265625,0.1875,0.35,0.29000000000000004,1.286976939600151,0.4476911666161526
iris_binary,71,A037,ry+rz,outer_pairs,2,4,7,16,0.6735001714941137,0.5625,0.375,0.55,0.8200000000000001,0.6882047584467782,0.253871740650203
iris_binary,71,A040,ry+rz,left_ladder,1,2,5,8,0.4428907209691492,0.78125,0.625,0.7,0.95,0.4582750041036093,0.1623390367135408
iris_binary,71,A042,ry+rz,left_ladder,3,6,13,24,1.4680873851982952,0.28125,0.1875,0.35,0.33999999999999997,1.62860389923696,0.45947616018612986
iris_binary,71,A045,ry+rz,right_ladder,2,4,9,16,0.75806133233258,0.53125,0.375,0.55,0.7800000000000001,0.7757019203863124,0.283750355629026
iris_binary,71,A047,ry+rz,right_ladder,4,8,17,32,0.65314994674796,0.59375,0.375,0.55,0.8200000000000001,0.66877649155465,0.24666228041019078
iris_binary,71,A058,rx+ry+rz,left_ladder,3,6,16,36,1.1764317924083392,0.328125,0.375,0.4,0.41,1.1424187589044037,0.4055449695786281
iris_binary,71,A059,rx+ry+rz,left_ladder,4,8,21,48,0.5865248252700304,0.609375,0.5,0.7,0.84,0.6124635026084468,0.21232417955591898
iris_binary,71,A063,rx+ry+rz,right_ladder,4,8,21,48,1.0076190773517546,0.390625,0.375,0.5,0.5800000000000001,1.0302759120971055,0.3596801108419859
iris_binary,101,A000,ry,full_chain,1,3,4,4,0.45154568988452887,0.78125,0.625,0.7,0.95,0.46683223250152617,0.16605346555689046
iris_binary,101,A003,ry,full_chain,4,12,13,16,0.46493641199960145,0.78125,0.6875,0.65,0.9400000000000001,0.44612556928832764,0.16104745718203195
iris_binary,101,A013,ry,right_ladder,2,4,7,8,0.9501963821742372,0.421875,0.375,0.5,0.6599999999999999,0.9750255154731147,0.3430354689964236
iris_binary,101,A015,ry,right_ladder,4,8,13,16,0.48181581286407393,0.703125,0.5,0.7,0.9400000000000001,0.4968405499028212,0.17889527662127197
iris_binary,101,A018,rx+rz,full_chain,3,9,13,24,1.1188494418661032,0.234375,0.125,0.35,0.12,1.0685833240444806,0.4064473093673634
iris_binary,101,A020,rx+rz,outer_pairs,1,2,4,8,1.3494953030583785,0.28125,0.1875,0.35,0.26,1.345178915783179,0.45242766763299097
iris_binary,101,A022,rx+rz,outer_pairs,3,6,10,24,1.4304744456959273,0.296875,0.25,0.35,0.28,1.4159600875569711,0.4606565028500699
iris_binary,101,A025,rx+rz,left_ladder,2,4,9,16,1.3305737684815355,0.296875,0.1875,0.35,0.24999999999999997,1.3640786130513054,0.4519736546251406
iris_binary,101,A037,ry+rz,outer_pairs,2,4,7,16,1.2625788244155263,0.265625,0.3125,0.2,0.16999999999999998,1.2119829233295598,0.45543915655443834
iris_binary,101,A040,ry+rz,left_ladder,1,2,5,8,0.948200759413785,0.421875,0.375,0.5,0.6599999999999999,0.9729290075058306,0.3424752804720338
iris_binary,101,A042,ry+rz,left_ladder,3,6,13,24,1.1373891591136003,0.34375,0.3125,0.35,0.5,1.236045165707304,0.3950314326085289
iris_binary,101,A045,ry+rz,right_ladder,2,4,9,16,1.4317877260551837,0.296875,0.25,0.35,0.35,1.5100639283024828,0.44685340102268106
iris_binary,101,A047,ry+rz,right_ladder,4,8,17,32,0.567869177917443,0.625,0.4375,0.65,0.91,0.5827563562793596,0.2140056798798046
iris_binary,101,A058,rx+ry+rz,left_ladder,3,6,16,36,1.3453062550856663,0.171875,0.0,0.25,0.14,1.2319190209986195,0.46590799713323083
iris_binary,101,A059,rx+ry+rz,left_ladder,4,8,21,48,0.980046317867331,0.421875,0.375,0.5,0.3600000000000001,1.1212825567644786,0.36296114721679984
