dataset,seed,architecture_id,rotations,entanglement,reps,twoq_count,logical_depth,n_params,train_loss,fit_bacc,val_bacc,test_bacc,test_auc,test_logloss,test_brier
iris_binary,101,A063,rx+ry+rz,right_ladder,4,8,21,48,0.8540357248295597,0.21875,0.125,0.35,0.09000000000000001,0.8256131549976716,0.31421738739789595
digits_01,17,A000,ry,full_chain,1,3,4,4,0.41273299530710317,0.8368495077355836,0.8448275862068966,0.8611111111111112,0.9097222222222222,0.3786017702848354,0.11807650459835939
digits_01,17,A003,ry,full_chain,4,12,13,16,0.18384143331941383,0.9308485700890764,0.9310344827586208,0.9305555555555556,0.9915123456790123,0.15867671428991598,0.043282315585782306
digits_01,17,A013,ry,right_ladder,2,4,7,8,0.8906716494706449,0.5986872948898265,0.6206896551724138,0.5972222222222222,0.5972222222222222,0.8698513703668079,0.2806456706755651
digits_01,17,A015,ry,right_ladder,4,8,13,16,0.1701184586960744,0.9308485700890764,0.9482758620689655,0.9305555555555556,0.9915123456790123,0.14523022325593,0.038728518667858536
digits_01,17,A018,rx+rz,full_chain,3,9,13,24,0.6289811377398081,0.7115174245975934,0.6896551724137931,0.7083333333333333,0.7384259259259259,0.638318334701923,0.21354540145265488
digits_01,17,A020,rx+rz,outer_pairs,1,2,4,8,0.6251383300061744,0.7053445850914206,0.6896551724137931,0.6944444444444444,0.7337962962962962,0.6346552450702723,0.21585166217503723
digits_01,17,A022,rx+rz,outer_pairs,3,6,10,24,0.6470726147690982,0.7178465385216439,0.6896551724137931,0.7083333333333333,0.7492283950617283,0.6314472550112171,0.2088237382872188
digits_01,17,A025,rx+rz,left_ladder,2,4,9,16,0.6924396152815256,0.7053445850914206,0.6896551724137931,0.6944444444444444,0.7337962962962962,0.6731383722922599,0.2197419506529445
digits_01,17,A037,ry+rz,outer_pairs,2,4,7,16,0.8863607349032993,0.5167213627129239,0.5517241379310345,0.4722222222222222,0.482253086419753,0.9220343295374405,0.3143674485635175
digits_01,17,A040,ry+rz,left_ladder,1,2,5,8,0.26177748830611075,0.9248320050007813,0.8793103448275862,0.9027777777777777,0.9760802469135803,0.23757886286399651,0.06955256055339125
digits_01,17,A042,ry+rz,left_ladder,3,6,13,24,0.41487565704937673,0.8303641193936553,0.8448275862068966,0.8472222222222222,0.9097222222222222,0.3878399516166834,0.12114717348533485
digits_01,17,A045,ry+rz,right_ladder,2,4,9,16,0.2837349872295624,0.9185028910767308,0.8620689655172413,0.9027777777777777,0.9699074074074074,0.2592026151216003,0.07679671702572143
digits_01,17,A047,ry+rz,right_ladder,4,8,17,32,0.22222364036184478,0.9310048445069542,0.9137931034482758,0.9166666666666666,0.9876543209876544,0.1983380064382794,0.05638636795234632
digits_01,17,A058,rx+ry+rz,left_ladder,3,6,16,36,0.6910994779386499,0.6548679481168933,0.6379310344827587,0.6388888888888888,0.6589506172839507,0.7065825943162687,0.24397770382924774
digits_01,17,A059,rx+ry+rz,left_ladder,4,8,21,48,0.15911823837748876,0.9435067979371776,0.9655172413793104,0.9444444444444444,0.9961419753086419,0.13442696471349785,0.03131764505290916
digits_01,17,A063,rx+ry+rz,right_ladder,4,8,21,48,0.6491048204782314,0.7305047663697453,0.7241379310344828,0.7361111111111112,0.7685185185185185,0.6143544487697703,0.1997655892746536
digits_01,29,A000,ry,full_chain,1,3,4,4,0.3314910997792814,0.893342709798406,0.8620689655172413,0.9027777777777777,0.9459876543209876,0.3047630877457185,0.09246506874448555
digits_01,29,A003,ry,full_chain,4,12,13,16,0.3245697712026982,0.8938115330520393,0.8620689655172413,0.9027777777777777,0.9529320987654322,0.2904096266912426,0.08838064829565283
digits_01,29,A013,ry,right_ladder,2,4,7,8,0.4365298545893479,0.8305203938115331,0.8448275862068966,0.8472222222222223,0.8996913580246914,0.39859125462798756,0.12505544528474774
digits_01,29,A015,ry,right_ladder,4,8,13,16,0.5225799550942136,0.7990310986091577,0.8103448275862069,0.8194444444444444,0.8634259259259259,0.4698546257643819,0.1499648277126522
digits_01,29,A018,rx+rz,full_chain,3,9,13,24,0.6163004302274141,0.7305047663697453,0.7068965517241379,0.7222222222222222,0.753858024691358,0.6223295470531759,0.20666869949529346
digits_01,29,A020,rx+rz,outer_pairs,1,2,4,8,0.6925588369478562,0.7053445850914206,0.6896551724137931,0.6944444444444444,0.7337962962962962,0.6728478061851353,0.22000638759693636
digits_01,29,A022,rx+rz,outer_pairs,3,6,10,24,0.6240394880289138,0.7366776058759181,0.7241379310344828,0.7361111111111112,0.7723765432098765,0.6040134691846611,0.19679384316320783
digits_01,29,A025,rx+rz,left_ladder,2,4,9,16,0.6502532947808662,0.7366776058759181,0.7068965517241379,0.7083333333333333,0.7546296296296295,0.6383452328114115,0.20695928003619024
digits_01,29,A037,ry+rz,outer_pairs,2,4,7,16,0.3717611122521376,0.893342709798406,0.8448275862068966,0.8888888888888888,0.9328703703703703,0.33388216385438935,0.10305918537864003
digits_01,29,A040,ry+rz,left_ladder,1,2,5,8,0.2226598255950342,0.9310048445069542,0.9137931034482758,0.9166666666666666,0.9876543209876544,0.19877452560000528,0.056532761842822486
digits_01,29,A042,ry+rz,left_ladder,3,6,13,24,0.6228396906067353,0.7366776058759181,0.7413793103448276,0.7361111111111112,0.7800925925925926,0.5979224139854113,0.19295280029048203
digits_01,29,A045,ry+rz,right_ladder,2,4,9,16,0.5188071889297184,0.7990310986091577,0.8103448275862069,0.8194444444444444,0.8572530864197532,0.48266421115743846,0.1544542181811342
digits_01,29,A047,ry+rz,right_ladder,4,8,17,32,0.45864057674983083,0.8241912798874824,0.8103448275862069,0.8333333333333334,0.8896604938271605,0.41696826405163573,0.13147352382197353
digits_01,29,A058,rx+ry+rz,left_ladder,3,6,16,36,0.21960358913538855,0.9310048445069542,0.9137931034482758,0.9166666666666666,0.9891975308641975,0.19589236838735757,0.05532252802432987
digits_01,29,A059,rx+ry+rz,left_ladder,4,8,21,48,0.6103447019953236,0.7243319268635724,0.7241379310344828,0.7083333333333333,0.7654320987654322,0.6010349494343571,0.20057879046630134
digits_01,29,A063,rx+ry+rz,right_ladder,4,8,21,48,0.35086953082475514,0.893342709798406,0.8620689655172413,0.9027777777777777,0.9567901234567902,0.34026497518718973,0.09716952082076258
digits_01,43,A000,ry,full_chain,1,3,4,4,0.5848596007072656,0.7615252383184872,0.7931034482758621,0.7777777777777778,0.8132716049382716,0.5507301697293495,0.1780396996280274
digits_01,43,A003,ry,full_chain,4,12,13,16,0.3193136212921248,0.9060009376465072,0.8620689655172413,0.8888888888888888,0.9552469135802469,0.28065534274359755,0.08507739680691444
digits_01,43,A013,ry,right_ladder,2,4,7,8,0.25549191541019745,0.9248320050007813,0.8793103448275862,0.9027777777777777,0.9776234567901234,0.23139595597321774,0.06746762428407659
digits_01,43,A015,ry,right_ladder,4,8,13,16,1.2599907663730794,0.3790436005625879,0.3793103448275862,0.3611111111111111,0.27932098765432095,1.4535099520877623,0.4078533258277205
digits_01,43,A018,rx+rz,full_chain,3,9,13,24,0.5977916538868049,0.7113611501797156,0.7068965517241379,0.7083333333333334,0.7507716049382716,0.6030270902231126,0.20470953179301732
digits_01,43,A020,rx+rz,outer_pairs,1,2,4,8,0.7002969714747882,0.7053445850914206,0.6896551724137931,0.6944444444444444,0.7337962962962962,0.6743722593382091,0.22013152112535952
digits_01,43,A022,rx+rz,outer_pairs,3,6,10,24,0.5507075752641118,0.7683231754961712,0.7758620689655172,0.7638888888888888,0.8055555555555556,0.5488630539128039,0.17737452461433037
digits_01,43,A025,rx+rz,left_ladder,2,4,9,16,0.6555066270081782,0.7178465385216439,0.6896551724137931,0.6944444444444444,0.7415123456790124,0.6530841105816259,0.2143321808510558
digits_01,43,A037,ry+rz,outer_pairs,2,4,7,16,0.5096537259902256,0.7863728707610564,0.8275862068965517,0.8055555555555556,0.8603395061728396,0.4834169476681425,0.1562261783684208
digits_01,43,A040,ry+rz,left_ladder,1,2,5,8,0.1171861247404519,0.9685107047976246,1.0,1.0,1.0,0.0844565974766496,0.01631133461306901
digits_01,43,A042,ry+rz,left_ladder,3,6,13,24,0.6089632134459567,0.7434755430536021,0.7758620689655172,0.7222222222222222,0.7916666666666666,0.6006788205654606,0.18563445522313843
digits_01,43,A045,ry+rz,right_ladder,2,4,9,16,0.4621362586477925,0.8241912798874824,0.8103448275862069,0.8333333333333334,0.8858024691358025,0.4214884698340737,0.13304575523962325
digits_01,43,A047,ry+rz,right_ladder,4,8,17,32,0.22680290935722275,0.9310048445069542,0.9137931034482758,0.9166666666666666,0.9861111111111112,0.20296638281865637,0.05788555731423775
digits_01,43,A058,rx+ry+rz,left_ladder,3,6,16,36,0.548269360594921,0.7613689639006095,0.7413793103448276,0.7777777777777778,0.8086419753086419,0.5534722033577363,0.18450640996389486
digits_01,43,A059,rx+ry+rz,left_ladder,4,8,21,48,0.65354327824517,0.6488513830285982,0.7068965517241379,0.6388888888888888,0.6859567901234568,0.6749307260136493,0.2333021422634215
digits_01,43,A063,rx+ry+rz,right_ladder,4,8,21,48,0.6989609318920145,0.6675261759649945,0.6896551724137931,0.6805555555555556,0.6851851851851852,0.7057095999719705,0.23660559835613507
digits_01,71,A000,ry,full_chain,1,3,4,4,0.13358215031785242,0.9435067979371776,0.9827586206896552,0.9583333333333333,0.9969135802469136,0.10612617709931976,0.025407389447954135
digits_01,71,A003,ry,full_chain,4,12,13,16,0.826535471751429,0.630020315674324,0.6206896551724138,0.5972222222222222,0.625,0.8139670815491132,0.266676135693291
digits_01,71,A013,ry,right_ladder,2,4,7,8,1.0519956755335031,0.5039068604469448,0.5172413793103448,0.48611111111111116,0.4807098765432099,1.039585122353103,0.3257882058249622
digits_01,71,A015,ry,right_ladder,4,8,13,16,0.12129694074546649,0.9560087513674012,1.0,1.0,1.0,0.09162978132187198,0.019947066571365937
digits_01,71,A018,rx+rz,full_chain,3,9,13,24,0.6002257249150167,0.7366776058759181,0.7413793103448276,0.7361111111111112,0.7654320987654322,0.5857484972266526,0.19575873019517642
digits_01,71,A020,rx+rz,outer_pairs,1,2,4,8,0.6132865896256514,0.7053445850914206,0.6896551724137931,0.6944444444444444,0.7337962962962962,0.6238186810804504,0.21519814487107045
digits_01,71,A022,rx+rz,outer_pairs,3,6,10,24,0.5122985183478401,0.7808251289263948,0.7931034482758621,0.7916666666666667,0.8464506172839505,0.5108408498078163,0.1645388246724245
digits_01,71,A025,rx+rz,left_ladder,2,4,9,16,0.6270294958865299,0.7053445850914206,0.6896551724137931,0.6944444444444444,0.7260802469135803,0.6430292106441741,0.21850029133461113
digits_01,71,A037,ry+rz,outer_pairs,2,4,7,16,0.2397843621713037,0.9248320050007813,0.8793103448275862,0.9166666666666666,0.9814814814814814,0.214809801435346,0.06239383918859937
digits_01,71,A040,ry+rz,left_ladder,1,2,5,8,0.1726705545957671,0.9308485700890764,0.9482758620689655,0.9305555555555556,0.9915123456790123,0.14788149252436852,0.039611639733729304
digits_01,71,A042,ry+rz,left_ladder,3,6,13,24,0.3344982313354358,0.8939678074699171,0.8448275862068966,0.875,0.9506172839506173,0.29335136308831844,0.08771625684962037
digits_01,71,A045,ry+rz,right_ladder,2,4,9,16,0.19968040771163212,0.9310048445069542,0.9310344827586208,0.9166666666666666,0.9907407407407407,0.17560948361154466,0.048794489742183846
digits_01,71,A047,ry+rz,right_ladder,4,8,17,32,0.6410058423817153,0.7366776058759181,0.7241379310344828,0.7361111111111112,0.7716049382716048,0.6088574557571662,0.19796270355992618
digits_01,71,A058,rx+ry+rz,left_ladder,3,6,16,36,0.24147933946160913,0.9185028910767308,0.896551724137931,0.9166666666666666,0.9830246913580247,0.2190790933589306,0.060384122768957466
digits_01,71,A059,rx+ry+rz,left_ladder,4,8,21,48,0.83094166919612,0.6053289576496328,0.5862068965517242,0.5694444444444444,0.5717592592592593,0.8488054569700095,0.28455425430081666
digits_01,71,A063,rx+ry+rz,right_ladder,4,8,21,48,1.0192849666675325,0.47273011408032506,0.4827586206896552,0.45833333333333337,0.39429012345679004,1.0806818483808391,0.3541461647880608
digits_01,101,A000,ry,full_chain,1,3,4,4,0.9700733107478762,0.573370839193624,0.603448275862069,0.5277777777777778,0.5401234567901234,0.9478695995007451,0.3024476392540227
digits_01,101,A003,ry,full_chain,4,12,13,16,0.4912792623543093,0.8052039381153304,0.8275862068965517,0.7916666666666667,0.8703703703703703,0.4604246715054077,0.14749578554824386
digits_01,101,A013,ry,right_ladder,2,4,7,8,0.3988566480091846,0.8431786216596343,0.8448275862068966,0.875,0.9151234567901234,0.36649603085667787,0.11385661075310297
digits_01,101,A015,ry,right_ladder,4,8,13,16,0.45230042078452753,0.8241912798874824,0.8448275862068966,0.8472222222222223,0.8912037037037037,0.4110999322197727,0.12942731100311777
digits_01,101,A018,rx+rz,full_chain,3,9,13,24,0.6317937038366693,0.7305047663697453,0.7068965517241379,0.7222222222222222,0.7592592592592593,0.616764917864089,0.20362578835683867
digits_01,101,A020,rx+rz,outer_pairs,1,2,4,8,0.6278047049883415,0.7053445850914206,0.6896551724137931,0.6944444444444444,0.7337962962962962,0.6368361097729502,0.21613893447905358
digits_01,101,A022,rx+rz,outer_pairs,3,6,10,24,0.5108143333869268,0.7863728707610564,0.8103448275862069,0.8055555555555556,0.8487654320987654,0.4955329885178475,0.1604980567257861
digits_01,101,A025,rx+rz,left_ladder,2,4,9,16,0.6503593974773156,0.7053445850914206,0.6896551724137931,0.7083333333333333,0.7345679012345678,0.6524928223063882,0.2171209524739803
digits_01,101,A037,ry+rz,outer_pairs,2,4,7,16,0.6388860081498405,0.7366776058759181,0.7241379310344828,0.7361111111111112,0.7723765432098765,0.60658585005876,0.19688429243169703
digits_01,101,A040,ry+rz,left_ladder,1,2,5,8,0.7424083160061993,0.7053445850914206,0.6896551724137931,0.6944444444444444,0.7260802469135803,0.6802503825928861,0.22173790322030384
digits_01,101,A042,ry+rz,left_ladder,3,6,13,24,0.16942991050356546,0.937177684013127,0.9310344827586208,0.9305555555555556,0.9930555555555555,0.14427350809962014,0.03872474083196272
digits_01,101,A045,ry+rz,right_ladder,2,4,9,16,0.22555519207675984,0.9310048445069542,0.9137931034482758,0.9166666666666666,0.9876543209876544,0.20167493027646233,0.05749979267562707
digits_01,101,A047,ry+rz,right_ladder,4,8,17,32,0.7316521365861508,0.6991717455852478,0.6896551724137931,0.6805555555555556,0.7114197530864198,0.6993825495364221,0.22808631241078114
digits_01,101,A058,rx+ry+rz,left_ladder,3,6,16,36,0.48718027806544273,0.8056727613689639,0.8103448275862069,0.8194444444444444,0.8611111111111112,0.46604306442631876,0.148575281763129
digits_01,101,A059,rx+ry+rz,left_ladder,4,8,21,48,0.6849837441200439,0.6039224878887326,0.6206896551724138,0.5833333333333333,0.625,0.7105927641094824,0.25258437268929684
digits_01,101,A063,rx+ry+rz,right_ladder,4,8,21,48,0.7598243114185987,0.5986872948898265,0.603448275862069,0.5833333333333333,0.5964506172839505,0.7812775270092788,0.2721509625097806
