dataset,backend,snapshot,architecture_id,entanglement,reps,twoq_count,logical_depth,probability_mae,probability_mae_seed_sd,probability_rmse,delta_logloss,delta_brier,delta_auc,delta_bacc,rotations,N2Q,Depth,E2Q,OLD,CARE,oneq,readout,relax,dephase
breast_cancer,ibm_marrakesh,2,A000,full_chain,1,3,4,0.004578968447059727,3.730699208557937e-05,0.004879806410237422,0.003270237728543531,0.0002524009345570612,0.0,0.0,ry,3.0,4.0,0.00661352769402059,0.027871648730427953,0.02584879911212239,0.006221684916740035,0.003056423921013339,0.004045699236611123,0.005911463343737306
breast_cancer,ibm_marrakesh,2,A003,full_chain,4,12,13,0.009607361188770635,0.0011275403177083052,0.010310481467452167,0.009406860951735254,0.0017282710503255944,0.0,0.0,ry,12.0,13.0,0.026454110776082364,0.08206922853392537,0.07571825454684196,0.015554212291850087,0.003056423921013339,0.012701947974166832,0.017951559583729338
breast_cancer,ibm_marrakesh,2,A013,right_ladder,2,4,7,0.0035055694422060305,0.00017754124159925961,0.003727473857778871,0.0029131443725945263,0.00038804918263841043,0.0,0.0,ry,4.0,7.0,0.006455453752908012,0.03412297248349948,0.031269705859167635,0.009332527375110054,0.003056423921013339,0.005706533248663699,0.006718767561472526
breast_cancer,ibm_marrakesh,2,A015,right_ladder,4,8,13,0.004195670788873102,0.0008468738942801359,0.004562744925809489,0.0032430262788774775,0.0004525009314672081,0.0,0.0,ry,8.0,13.0,0.012910907505816022,0.05844015617107014,0.05331376441778605,0.015554212291850087,0.003056423921013339,0.010252783506568176,0.011539437192538424
breast_cancer,ibm_marrakesh,2,A018,full_chain,3,9,13,0.006703015383548194,0.000434866192206582,0.0072691033147948385,0.006573129162706544,0.0014923076084036497,0.0,0.0,rx+rz,9.0,13.0,0.019840583082061772,0.06400336859942624,0.059095102735268766,0.01244336983348007,0.003056423921013339,0.009816531728314929,0.013938194170398661
breast_cancer,ibm_marrakesh,2,A020,outer_pairs,1,2,4,0.003531585765203573,3.108859530117943e-05,0.003907222549891161,0.0034545422115736337,0.0007851317338241903,0.0,0.0,rx+rz,2.0,4.0,0.005046924770210915,0.025038460723348144,0.02333026632028596,0.006221684916740035,0.003056423921013339,0.0034163888061243724,0.005588843906197296
breast_cancer,ibm_marrakesh,2,A022,outer_pairs,3,6,10,0.0061730822985627985,0.00035009716836507146,0.006762785695243357,0.006327468012214454,0.0016042077769426362,0.0,0.0,rx+rz,6.0,10.0,0.015140774310632746,0.0555038045781868,0.051539504359759465,0.01244336983348007,0.003056423921013339,0.007928600436854677,0.012970335857778634
breast_cancer,ibm_marrakesh,2,A025,left_ladder,2,4,9,0.005069500110457019,8.34215283561396e-05,0.005548171550591335,0.005081339397587074,0.0011728202275371514,0.0,0.0,rx+rz,4.0,9.0,0.00990480748275252,0.04078543074134701,0.03780340470782177,0.009332527375110054,0.003056423921013339,0.005964052067050493,0.009545593861895362
breast_cancer,ibm_marrakesh,2,A037,outer_pairs,2,4,7,0.0055623674759835255,0.0010863952168848922,0.006079142644532219,0.004942775305085671,0.0008841361275035246,0.0,0.0,ry+rz,4.0,7.0,0.01009384954042183,0.040271132650767476,0.03743488534002271,0.009332527375110054,0.003056423921013339,0.005672494621489525,0.009279589881987967
breast_cancer,ibm_marrakesh,2,A040,left_ladder,1,2,5,0.0038484915989992854,0.00040409812994955045,0.004166567803999804,0.003594862439102916,0.0006989368535759294,0.0,0.0,ry+rz,2.0,5.0,0.00495240374137626,0.025295609768637914,0.023514526004185486,0.006221684916740035,0.003056423921013339,0.0035621675289048567,0.005721845896150994
breast_cancer,ibm_marrakesh,2,A042,left_ladder,3,6,13,0.008121910417353415,0.00020715524984146616,0.008680167392437205,0.006279816348440603,0.000733212859543711,0.0,0.0,ry+rz,6.0,13.0,0.01485721122412878,0.05627525171405611,0.052092283411458044,0.01244336983348007,0.003056423921013339,0.008365936605196128,0.01336934182763973
breast_cancer,ibm_marrakesh,2,A045,right_ladder,2,4,9,0.003886718352440832,0.0002503584712152831,0.004201516464802418,0.002074799351810689,1.3100775420276286e-05,0.0,0.0,ry+rz,4.0,9.0,0.006455453752908012,0.03412297248349948,0.031269705859167635,0.009332527375110054,0.003056423921013339,0.005706533248663699,0.006718767561472526
breast_cancer,ibm_marrakesh,2,A047,right_ladder,4,8,17,0.003548541001176273,0.0007466819477870266,0.003933052319915275,0.0030037794895861705,0.0006127367922204354,0.0,0.0,ry+rz,8.0,17.0,0.012910907505816022,0.05844015617107014,0.05331376441778605,0.015554212291850087,0.003056423921013339,0.010252783506568176,0.011539437192538424
breast_cancer,ibm_marrakesh,2,A058,left_ladder,3,6,16,0.006135845172707277,0.0011733369291951406,0.007130254286820143,0.0037896786203313235,0.0007860726621532569,0.0,0.0,rx+ry+rz,6.0,16.0,0.01485721122412878,0.07652334633880253,0.07059995355006565,0.021775897208590127,0.003056423921013339,0.011846785577473791,0.019063635618859615
breast_cancer,ibm_marrakesh,2,A059,left_ladder,4,8,21,0.011634976427776453,0.0010467815180229558,0.012450085621309259,0.011506024613253896,0.0023523040710725592,0.0003534817956874677,0.0,rx+ry+rz,8.0,21.0,0.01980961496550504,0.09876253218642711,0.0910580556332378,0.027997582125330156,0.003056423921013339,0.015408953106378645,0.02478548151501061
breast_cancer,ibm_marrakesh,2,A063,right_ladder,4,8,21,0.005608997760950015,0.00126978323099205,0.006091168827742074,0.00494638003748088,0.0009799180081438753,0.0,0.0,rx+ry+rz,8.0,21.0,0.012910907505816022,0.08543761567073205,0.07799065793592952,0.027997582125330156,0.003056423921013339,0.01489391546960506,0.019131828914164938
breast_cancer,ibm_marrakesh,4,A000,full_chain,1,3,4,0.006408410418446516,4.728703719377984e-05,0.006815511608409846,0.004651847373182083,0.0003914749195061083,0.0,0.0,ry,3.0,4.0,0.006030028605962325,0.03203292549983365,0.02986847933317293,0.0037615796336370817,0.00636788828270304,0.004328892333321428,0.009380090477549058
breast_cancer,ibm_marrakesh,4,A003,full_chain,4,12,13,0.009907678889973801,0.001168811547721385,0.010639364939245175,0.009685912158797466,0.00178009860212545,0.0,0.0,ry,12.0,13.0,0.0241201144238493,0.0887133218143875,0.081916617212525,0.009403949084092705,0.00636788828270304,0.013593409203724998,0.02843125621815496
breast_cancer,ibm_marrakesh,4,A013,right_ladder,2,4,7,0.00571020641500887,0.00029471490821290344,0.006062654489378368,0.00481063027844177,0.0006645542083478645,0.0,0.0,ry,4.0,7.0,0.00820286146689209,0.04135572086011709,0.03840864171242703,0.005642369450455623,0.00636788828270304,0.0058941582953801145,0.012301364216996163
breast_cancer,ibm_marrakesh,4,A015,right_ladder,4,8,13,0.006245222030939096,0.0011795781612507137,0.006774015506912472,0.004916224906553672,0.0007142346337522115,0.0,0.0,ry,8.0,13.0,0.01640572293378418,0.06957198165858515,0.06429818338479848,0.009403949084092705,0.00636788828270304,0.010547596547573325,0.02157302653664523
breast_cancer,ibm_marrakesh,4,A018,full_chain,3,9,13,0.007373299061870103,0.00047129791703322683,0.007991797501096102,0.007238286218541686,0.0016507612957639972,0.0,0.0,rx+rz,9.0,13.0,0.01809008581788698,0.06981985637620289,0.06456723791940765,0.0075231592672741635,0.00636788828270304,0.010505236913590475,0.022080867637952993
breast_cancer,ibm_marrakesh,4,A020,outer_pairs,1,2,4,0.004993026546661005,4.420299163719681e-05,0.00553472531118972,0.004873872644166388,0.001105983252927184,0.0,0.0,rx+rz,2.0,4.0,0.004357869329029842,0.028887973022745227,0.027061357403608953,0.0037615796336370817,0.00636788828270304,0.003653231238272553,0.008920788919966435
breast_cancer,ibm_marrakesh,4,A022,outer_pairs,3,6,10,0.006796148529158654,0.00038114063307534743,0.007438744830593339,0.006975878989009625,0.0017764402651178253,0.0,0.0,rx+rz,6.0,10.0,0.013073607987089526,0.06038499894493764,0.05614587213071571,0.0075231592672741635,0.00636788828270304,0.00847825362844385,0.02070296296520513
breast_cancer,ibm_marrakesh,4,A025,left_ladder,2,4,9,0.0061351831082630025,9.4567355342555e-05,0.0067189871632799105,0.006150348441654556,0.001422157936737144,0.0,0.0,rx+rz,4.0,9.0,0.007201514298897527,0.042543178651619024,0.03924498432775188,0.005642369450455623,0.00636788828270304,0.0065963886477343,0.013436823647961383
breast_cancer,ibm_marrakesh,4,A037,outer_pairs,2,4,7,0.006700571046617918,0.0012802726786153493,0.007319832148243406,0.00597685008226978,0.0010806845771732059,0.0,0.0,ry+rz,4.0,7.0,0.008715738658059684,0.044636485983841435,0.04160361476716233,0.005642369450455623,0.00636788828270304,0.0060657424333582025,0.014811875942585784
breast_cancer,ibm_marrakesh,4,A040,left_ladder,1,2,5,0.005421017608672475,0.0005482191962081703,0.005879266366682904,0.005076090500592008,0.0009914648568375335,0.0,0.0,ry+rz,2.0,5.0,0.0036007571494487637,0.027841319356634024,0.025882042183903727,0.0037615796336370817,0.00636788828270304,0.003918554345460602,0.008233262772654237
breast_cancer,ibm_marrakesh,4,A042,left_ladder,3,6,13,0.008923385201743015,0.0002280263039670546,0.009540314812662147,0.006899632875226658,0.0008098721123242225,0.0,0.0,ry+rz,6.0,13.0,0.010802271448346291,0.05724503794660403,0.05260792647160002,0.0075231592672741635,0.00636788828270304,0.009274222950007998,0.018640384523268532
breast_cancer,ibm_marrakesh,4,A045,right_ladder,2,4,9,0.006207819518215419,0.000293982039351198,0.006677226021732762,0.003548921414059473,0.00011447334951882049,0.0,0.0,ry+rz,4.0,9.0,0.00820286146689209,0.04135572086011709,0.03840864171242703,0.005642369450455623,0.00636788828270304,0.0058941582953801145,0.012301364216996163
breast_cancer,ibm_marrakesh,4,A047,right_ladder,4,8,17,0.005382551984769696,0.0010482747432851607,0.005969813611395228,0.004579523277756514,0.0009425970522105495,0.0,0.0,ry+rz,8.0,17.0,0.01640572293378418,0.06957198165858515,0.06429818338479848,0.009403949084092705,0.00636788828270304,0.010547596547573325,0.02157302653664523
breast_cancer,ibm_marrakesh,4,A058,left_ladder,3,6,16,0.006605160738988959,0.0012995052578575177,0.007663611136576472,0.004203293160606562,0.0009041181179504088,0.0,0.0,rx+ry+rz,6.0,16.0,0.010802271448346291,0.077559753283442,0.07106156174365763,0.013165528717729788,0.00636788828270304,0.012996383079568711,0.0277294902153098
breast_cancer,ibm_marrakesh,4,A059,left_ladder,4,8,21,0.011898558688426202,0.0010640355253378711,0.012745576339077106,0.011744915968273187,0.0024045276216584227,0.0003534817956874677,0.0,rx+ry+rz,8.0,21.0,0.014403028597795055,0.09903318435737299,0.09057571564485833,0.01692710835136687,0.00636788828270304,0.016914937425029315,0.035962752987964045
breast_cancer,ibm_marrakesh,4,A063,right_ladder,4,8,21,0.0074613317089937264,0.001592841918667828,0.008099593265356697,0.00663262477632881,0.0013246235938046507,0.0,0.0,rx+ry+rz,8.0,21.0,0.01640572293378418,0.09665826877436912,0.08890303041420863,0.01692710835136687,0.00636788828270304,0.015510476720320944,0.0336918341260336
breast_cancer,ibm_marrakesh,7,A000,full_chain,1,3,4,0.006505460889699367,4.5612206916901286e-05,0.006905896794046742,0.0047673863133413374,0.0004177150175968027,0.0,0.0,ry,3.0,4.0,0.005961328633498286,0.028633122693029495,0.026778822018268124,0.004776575145201337,0.005876608488985042,0.0037086013495227464,0.006455708401060713
breast_cancer,ibm_marrakesh,7,A003,full_chain,4,12,13,0.011216907287682277,0.0011928484763796448,0.012020904772096908,0.011082503517740946,0.0020697964357822333,0.0,0.0,ry,12.0,13.0,0.023845314533993148,0.07872136541251341,0.07291722131180614,0.011941437863003343,0.005876608488985042,0.01160828820141454,0.01964557222441007
breast_cancer,ibm_marrakesh,7,A013,right_ladder,2,4,7,0.005339769567235794,0.0002765413556588924,0.005666684478024773,0.004513107615855309,0.0006254028893253513,0.0,0.0,ry,4.0,7.0,0.00512973415988218,0.03395527977768528,0.031309359742287275,0.0071648627178020055,0.005876608488985042,0.005291840070796023,0.007846314304822027
breast_cancer,ibm_marrakesh,7,A015,right_ladder,4,8,13,0.0058776100955057935,0.0010943672741441275,0.006372140870627023,0.0046298866467993265,0.0006702979018147204,0.0,0.0,ry,8.0,13.0,0.010259468319764362,0.05597351776883572,0.05121936389748577,0.011941437863003343,0.005876608488985042,0.009508307742699899,0.013633541483033126
breast_cancer,ibm_marrakesh,7,A018,full_chain,3,9,13,0.008202045474708135,0.00046850684265165374,0.008931990948053373,0.0080537148377511,0.0018208847874139529,0.0,0.0,rx+rz,9.0,13.0,0.01788398590049486,0.06202528450601877,0.057537754880626804,0.009553150290402674,0.005876608488985042,0.008975059250783943,0.015248950949960286
breast_cancer,ibm_marrakesh,7,A020,outer_pairs,1,2,4,0.005089080661280707,4.524531699318219e-05,0.005655730329322986,0.004942909867232541,0.001111406519939545,0.0,0.0,rx+rz,2.0,4.0,0.004662490201670329,0.02612810291487365,0.02454491577206021,0.004776575145201337,0.005876608488985042,0.003166374285626882,0.00606286765057662
breast_cancer,ibm_marrakesh,7,A022,outer_pairs,3,6,10,0.0075966024862334685,0.0004173411295804822,0.008366016975588716,0.007763382803436229,0.0019539621857361474,0.0,0.0,rx+rz,6.0,10.0,0.013987470605010984,0.054510225171551234,0.05083603614200306,0.009553150290402674,0.005876608488985042,0.007348378059096351,0.014070428698508008
breast_cancer,ibm_marrakesh,7,A025,left_ladder,2,4,9,0.006607856881455755,9.404731722849228e-05,0.00726466874840328,0.006593380317007865,0.0015084608765784473,0.0,0.0,rx+rz,4.0,9.0,0.009390599970770307,0.04044187175978504,0.037761590982872295,0.0071648627178020055,0.005876608488985042,0.005360561553825496,0.009968958251489442
breast_cancer,ibm_marrakesh,7,A037,outer_pairs,2,4,7,0.007202820434752725,0.0013347272573264986,0.00787032898280864,0.006424375719721691,0.0011630374978462699,0.0,0.0,ry+rz,4.0,7.0,0.009324980403340656,0.04031916404321244,0.037690475957031636,0.0071648627178020055,0.005876608488985042,0.005257376172361617,0.010066648174542312
breast_cancer,ibm_marrakesh,7,A040,left_ladder,1,2,5,0.005515493378406129,0.0005469426964931337,0.005992410578294087,0.005160969825423208,0.001003213805170609,0.0,0.0,ry+rz,2.0,5.0,0.004695299985385154,0.02618945677315995,0.024580473284980538,0.004776575145201337,0.005876608488985042,0.0032179669763588215,0.006014022689050184
breast_cancer,ibm_marrakesh,7,A042,left_ladder,3,6,13,0.009873468847229143,0.0002756462067311349,0.010523862758509207,0.007813813844747533,0.0009696986639347871,0.0,0.0,ry+rz,6.0,13.0,0.014085899956155461,0.05469428674641012,0.05094270868076405,0.009553150290402674,0.005876608488985042,0.0075031561312921685,0.0139238938139287
breast_cancer,ibm_marrakesh,7,A045,right_ladder,2,4,9,0.005800149210711352,0.0002693844194273792,0.0062300704042996015,0.003345137786254282,0.00011854153525011717,0.0,0.0,ry+rz,4.0,9.0,0.00512973415988218,0.03395527977768528,0.031309359742287275,0.0071648627178020055,0.005876608488985042,0.005291840070796023,0.007846314304822027
breast_cancer,ibm_marrakesh,7,A047,right_ladder,4,8,17,0.005081482010728946,0.0009678487034183443,0.005648345386627175,0.004284632918423366,0.0008690084164090645,0.0,0.0,ry+rz,8.0,17.0,0.010259468319764362,0.05597351776883572,0.05121936389748577,0.011941437863003343,0.005876608488985042,0.009508307742699899,0.013633541483033126
breast_cancer,ibm_marrakesh,7,A058,left_ladder,3,6,16,0.007403038727129642,0.0013122513455834288,0.008635844788984647,0.004532321146645479,0.0009241211984339776,0.0,0.0,rx+ry+rz,6.0,16.0,0.014085899956155461,0.07287558663905959,0.06751094997507529,0.01671801300820468,0.005876608488985042,0.010729273327968615,0.02010115519376148
breast_cancer,ibm_marrakesh,7,A059,left_ladder,4,8,21,0.013084281222776143,0.0010683386778024707,0.013979861284830489,0.013039342604866408,0.0026864877246753857,0.0003534817956874677,0.0,rx+ry+rz,8.0,21.0,0.018781199941540615,0.09318843492323448,0.08621481477107078,0.021494588153406016,0.005876608488985042,0.013947240304327434,0.02611517788281167
breast_cancer,ibm_marrakesh,7,A063,right_ladder,4,8,21,0.007066032952424531,0.0014931768596217073,0.007678421914816095,0.006276236097329117,0.0012391398763327566,0.0,0.0,rx+ry+rz,8.0,21.0,0.010259468319764362,0.08021525095903499,0.07331035228990075,0.021494588153406016,0.005876608488985042,0.013809797338268493,0.021869889989476834
digits_01,ibm_fez,0,A000,full_chain,1,3,4,0.014588241591159859,0.0025715374880103683,0.01687000069238834,-0.025463769082416748,-0.001658773613752949,0.0,0.0,ry,3.0,4.0,0.018218662768356427,0.06371821292605209,0.05988191340041049,0.012846211328114024,0.016616789502093072,0.007672599051283221,0.004527650750563749
digits_01,ibm_fez,0,A003,full_chain,4,12,13,0.038332995347840126,0.007206089234916755,0.04156367253722825,0.029952690508581393,0.004846963712374079,0.0003255208333333333,0.0,ry,12.0,13.0,0.07287465107342571,0.1734667316212897,0.16107365227373116,0.03211552832028506,0.016616789502093072,0.024786158695117078,0.01468052468281023
digits_01,ibm_fez,0,A013,right_ladder,2,4,7,0.014405916722501055,0.0036643545176870194,0.016101688713836063,-0.009193456720523796,-0.00026414699470835024,0.0,0.0,ry,4.0,7.0,0.01022577222965498,0.06655378904786732,0.06171524618366427,0.019269316992171034,0.016616789502093072,0.009677085728406096,0.00592628173133909
digits_01,ibm_fez,0,A015,right_ladder,4,8,13,0.018110605262640998,0.005671566603939134,0.020180157144796308,-0.097370960511309,-0.002895448245216476,0.0,0.0,ry,8.0,13.0,0.02045154445930996,0.10597220473476174,0.09727915859135827,0.03211552832028506,0.016616789502093072,0.01738609228680692,0.01070920402286326
digits_01,ibm_fez,0,A018,full_chain,3,9,13,0.02020859608150161,0.0017515372017202872,0.023717094171113468,-0.008993304362362934,-0.000967691169646188,0.0,0.005208333333333333,rx+rz,9.0,13.0,0.054655988305069285,0.1368838920562105,0.12734307264929093,0.025692422656228047,0.016616789502093072,0.019081638813839126,0.011296233372061402
digits_01,ibm_fez,0,A020,outer_pairs,1,2,4,0.011968810141483105,0.0011072323426292024,0.014109441730496672,-0.01049175717755694,-0.0012394335434548858,0.0,-0.015625,rx+rz,2.0,4.0,0.015231770392419753,0.058687655054938184,0.05532551980617918,0.012846211328114024,0.016616789502093072,0.00672427049751801,0.003906478086034323
digits_01,ibm_fez,0,A022,outer_pairs,3,6,10,0.02180781176844994,0.00014145321635602377,0.02528417455743147,-0.002895335109167063,0.0006391017660824968,0.0003255208333333333,0.005208333333333333,rx+rz,6.0,10.0,0.04569531117725926,0.12179221844286872,0.11367389186659699,0.025692422656228047,0.016616789502093072,0.016236653152543492,0.009432715378473122
digits_01,ibm_fez,0,A025,left_ladder,2,4,9,0.017290801199869078,0.00042441276450156523,0.020354067968623175,-0.020052428165276526,-0.0022625949199783224,0.0,0.0,rx+rz,4.0,9.0,0.03218533805893122,0.09198092026422441,0.08623045635337376,0.019269316992171034,0.016616789502093072,0.011500927821701316,0.00665808397847711
digits_01,ibm_fez,0,A037,outer_pairs,2,4,7,0.017751912689948416,0.0024712878793658227,0.020933209347355385,-0.023973582848745362,-0.0029019238830094163,0.0,0.005208333333333333,ry+rz,4.0,7.0,0.030463540784839507,0.09023993674890346,0.08449970583638808,0.019269316992171034,0.016616789502093072,0.01148046182503075,0.006669596732253721
digits_01,ibm_fez,0,A040,left_ladder,1,2,5,0.0194261827709369,0.0057018562741230116,0.020948139502546956,0.007717620886578264,0.0011746658886009412,0.0,0.0,ry+rz,2.0,5.0,0.01609266902946561,0.059558146812598654,0.05619089506467201,0.012846211328114024,0.016616789502093072,0.006734503495853293,0.0039007217091460164
digits_01,ibm_fez,0,A042,left_ladder,3,6,13,0.029979418757982768,0.0070884027701433455,0.03311124738805574,0.00739833550973575,0.0025467725520763366,0.0,-0.005208333333333333,ry+rz,6.0,13.0,0.048278007088396836,0.12440369371585017,0.1162700176420755,0.025692422656228047,0.016616789502093072,0.01626735214754934,0.009415446247808202
digits_01,ibm_fez,0,A045,right_ladder,2,4,9,0.01656208335190863,0.0022403200824924114,0.017999930149395823,0.012804005169582716,0.001766701646098499,0.0,0.0,ry+rz,4.0,9.0,0.01022577222965498,0.06655378904786732,0.06171524618366427,0.019269316992171034,0.016616789502093072,0.009677085728406096,0.00592628173133909
digits_01,ibm_fez,0,A047,right_ladder,4,8,17,0.019605492110509888,0.005042147874484286,0.0214059588393417,0.005952695429629257,0.0010071581416199505,0.0,0.0,ry+rz,8.0,17.0,0.02045154445930996,0.10597220473476174,0.09727915859135827,0.03211552832028506,0.016616789502093072,0.01738609228680692,0.01070920402286326
digits_01,ibm_fez,0,A058,left_ladder,3,6,16,0.02453588839618166,0.004959327465915039,0.02863801636659136,-0.0017548634961588316,0.00023676849651162643,0.0,-0.005208333333333333,rx+ry+rz,6.0,16.0,0.048278007088396836,0.15595944529248967,0.1448736504637071,0.044961739648399085,0.016616789502093072,0.022171589657565154,0.012845524567252976
digits_01,ibm_fez,0,A059,left_ladder,4,8,21,0.03408299954012362,0.017731210125539534,0.03848703953919034,0.009780284203471388,0.0009430047062514713,0.0006510416666666666,0.0,rx+ry+rz,8.0,21.0,0.06437067611786244,0.1989008026029953,0.18444775602628605,0.05780795097651311,0.016616789502093072,0.02890609315341845,0.01674624627639899
digits_01,ibm_fez,0,A063,right_ladder,4,8,21,0.017762573710871903,0.002063865344886239,0.02104968633503809,-0.022696768983973364,-0.0035493228995213586,0.0,0.0,rx+ry+rz,8.0,21.0,0.02045154445930996,0.1480465401702811,0.1354173356868671,0.05780795097651311,0.016616789502093072,0.025258408966828006,0.015282641782122953
digits_01,ibm_fez,2,A000,full_chain,1,3,4,0.013271344189477825,0.002334268030360091,0.0153512580293981,-0.024089853615582506,-0.0015362491827251347,0.0,0.0,ry,3.0,4.0,0.01759325796063772,0.06059128376263195,0.05673120733661436,0.012948502319390447,0.013889965799580422,0.007720152852035193,0.004579328404970578
digits_01,ibm_fez,2,A003,full_chain,4,12,13,0.03686154242789883,0.006924391565496483,0.03998534843354428,0.028759003010800244,0.004608912268960062,0.0003255208333333333,0.0,ry,12.0,13.0,0.07037303184255086,0.16859740374925425,0.15617070242603323,0.03237125579847612,0.013889965799580422,0.02485340264644209,0.014683046338983728
digits_01,ibm_fez,2,A013,right_ladder,2,4,7,0.012677013872878881,0.0032153156628801087,0.014179284719781715,-0.00865626558668455,-0.00025519983803868235,0.0,0.0,ry,4.0,7.0,0.008058799669479094,0.06172145501416043,0.056846059830420084,0.01942275347908567,0.013889965799580422,0.009750790367480697,0.0057237505147942035
digits_01,ibm_fez,2,A015,right_ladder,4,8,13,0.01627897961350434,0.005113921755676427,0.01813951303810102,-0.0948004644115392,-0.0026268390095255598,0.0,0.0,ry,8.0,13.0,0.016117599338958188,0.0988536662612297,0.09010741068736544,0.03237125579847612,0.013889965799580422,0.017492511147728502,0.010236078602622213
digits_01,ibm_fez,2,A018,full_chain,3,9,13,0.019233783442503344,0.0016563861666628707,0.02257873904122265,-0.008725599876329149,-0.0009523000221941894,0.0,0.005208333333333333,rx+rz,9.0,13.0,0.05277977388191315,0.1325953637537135,0.1230242040628936,0.025897004638780894,0.013889965799580422,0.01914231938163979,0.011315140360979343
digits_01,ibm_fez,2,A020,outer_pairs,1,2,4,0.010891422324489662,0.0010047853409636926,0.012841593333297138,-0.009738082637473408,-0.0011496679143902695,0.0,-0.015625,rx+rz,2.0,4.0,0.015449077393963246,0.056723053772970544,0.053290893228114346,0.012948502319390447,0.013889965799580422,0.006864321089712398,0.004139026625467836
digits_01,ibm_fez,2,A022,outer_pairs,3,6,10,0.020762471810415732,0.00013782600818743496,0.02408128859214272,-0.0028485972737610776,0.000601457697889283,0.0003255208333333333,0.005208333333333333,rx+rz,6.0,10.0,0.046347232181889735,0.12099067378472927,0.11270326173739356,0.025897004638780894,0.013889965799580422,0.0165748240946714,0.009994235022471118
digits_01,ibm_fez,2,A025,left_ladder,2,4,9,0.01618388058480476,0.0003961895097153239,0.019057064442662794,-0.019093793427125288,-0.002146658729980516,0.0,0.0,rx+rz,4.0,9.0,0.03141607738514529,0.08859612842544783,0.0828864694075973,0.01942275347908567,0.013889965799580422,0.011419318035701074,0.006738354708084829
digits_01,ibm_fez,2,A037,outer_pairs,2,4,7,0.016615061555880956,0.0023045273804890142,0.01960497277921967,-0.022922483337334137,-0.0027585588202502878,-0.0003255208333333333,0.005208333333333333,ry+rz,4.0,7.0,0.030898154787926492,0.08885686377884991,0.08299707748275396,0.01942275347908567,0.013889965799580422,0.011719572592191897,0.007066630823969477
digits_01,ibm_fez,2,A040,left_ladder,1,2,5,0.01767699317172204,0.005194284214293449,0.019067872237426536,0.006869504255654755,0.0010338693947770765,0.0,0.0,ry+rz,2.0,5.0,0.015708038692572646,0.0565926860962695,0.053235589190536,0.012948502319390447,0.013889965799580422,0.006714193811466986,0.003974888567525512
digits_01,ibm_fez,2,A042,left_ladder,3,6,13,0.02851556427848957,0.006736631643825797,0.031509182055472984,0.006753108987518862,0.002386773057952258,0.0,-0.005208333333333333,ry+rz,6.0,13.0,0.04712411607771794,0.12059957075462614,0.11253734962465856,0.025897004638780894,0.013889965799580422,0.016124442259935166,0.009501820848644146
digits_01,ibm_fez,2,A045,right_ladder,2,4,9,0.01456704942257074,0.0019696238218902236,0.015849675656258423,0.011258249760028214,0.001532549338547351,0.0,0.0,ry+rz,4.0,9.0,0.008058799669479094,0.06172145501416043,0.056846059830420084,0.01942275347908567,0.013889965799580422,0.009750790367480697,0.0057237505147942035
digits_01,ibm_fez,2,A047,right_ladder,4,8,17,0.017566173075129685,0.004516923852699247,0.019197475307497044,0.0051676256536538345,0.0008753755426862247,0.0,0.0,ry+rz,8.0,17.0,0.016117599338958188,0.0988536662612297,0.09010741068736544,0.03237125579847612,0.013889965799580422,0.017492511147728502,0.010236078602622213
digits_01,ibm_fez,2,A058,left_ladder,3,6,16,0.02340737528364105,0.004702008619583084,0.027330479667152508,-0.001809081038573394,0.00018823563170518773,0.0003255208333333333,-0.005208333333333333,rx+ry+rz,6.0,16.0,0.04712411607771794,0.15269740465715845,0.14162157914634152,0.045319758117866565,0.013889965799580422,0.022151651021633856,0.013136088129542733
digits_01,ibm_fez,2,A059,left_ladder,4,8,21,0.032866320321749,0.017171992736470666,0.037112087276555024,0.009340368298088153,0.0008508860053555537,0.0003255208333333333,0.0,rx+ry+rz,8.0,21.0,0.06283215477029058,0.1954001249538475,0.1809672025372971,0.05826826043725701,0.013889965799580422,0.02886584483310084,0.017110976697068247
digits_01,ibm_fez,2,A063,right_ladder,4,8,21,0.01622971088877039,0.0018697585308316226,0.01925476207231512,-0.021220821829968834,-0.0033211892547683384,0.0,0.0,rx+ry+rz,8.0,21.0,0.016117599338958188,0.14165077813127275,0.1288863833829427,0.05826826043725701,0.013889965799580422,0.02552878949666009,0.015081768310486996
digits_01,ibm_fez,4,A000,full_chain,1,3,4,0.011885148712447507,0.0022269051227439035,0.013734841302958663,-0.022361474774618306,-0.0013617060880556549,-0.0003255208333333333,0.0,ry,3.0,4.0,0.014831652316696696,0.06295881764760299,0.05972343245190175,0.010894996546543549,0.013271268755777393,0.006470770391402478,0.014254744441481636
digits_01,ibm_fez,4,A003,full_chain,4,12,13,0.032744036181216345,0.006452109425634284,0.03534123353129762,0.02675219925218907,0.004549705759893091,0.0003255208333333333,0.0,ry,12.0,13.0,0.059326609266786776,0.1758549056648327,0.16545202106960605,0.02723749136635887,0.013271268755777393,0.020805769190453273,0.04481088249022973
digits_01,ibm_fez,4,A013,right_ladder,2,4,7,0.012245960549534605,0.0033819861115837965,0.01361626145243465,-0.007715067210179273,-5.297366711341789e-05,-0.0003255208333333333,0.0,ry,4.0,7.0,0.009711811213757656,0.06537808360677222,0.06134251028693261,0.01634249481981532,0.013271268755777393,0.008071146639679236,0.013945788857903004
